,index,Unnamed: 0,BlockNameBegin,BlockNameEnd,BlockNS,BlockEW,Time,NeighborhoodWatchSigns,WeCallPolice,TresspassingSign,DogSign,AlarmSystem, ForRent,ForSale,FallenTree,Construction,VacantLots,IllegalDumping,BoardedUp,NoSolicitation,Notes,Date,Surveyor,OfficialBoolean,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Latitude,Longitude,beat_number,ward_number,census_tract,CrimeCount (per beat)
242,242,242,Komensky/14th,Karlov/14th,1400S,4000W,16:36,0,0,null,null,null,0,0,0,0,2,0,3,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.86250128,-87.72625805,1011,24,290900,1684
243,243,243,Kedvale/15th,Keeler/15th,1500S,4100W,16:45,0,0,null,null,null,0,0,0,2,3,0,2,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.86063249,-87.72867597,1012,24,290900,920
244,244,244,Keeler/14th,Tripp/14th,1400S,4200W,16:50,0,0,null,null,null,0,0,0,0,2,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.86244371,-87.72994693,1011,24,290900,1684
245,245,245,Komensky/19th,Pulaski/19th,1900S,4000W,17:15,0,0,null,null,null,0,0,0,0,0,2,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.85501282,-87.72605877,1012,24,292500,920
246,246,246,Moody/53rd,Moody/52nd,5300S,6130W,9:45,2,0,null,0,7,0,3,0,1,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79616357,-87.77579877,811,23,560800,762
247,247,247,Moody/52nd,Meade/52nd,5100S,6100W,9:51,0,0,null,0,0,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79797037,-87.77585634,811,14,560800,762
248,248,248,Meade/52nd,Meade/51st ,5150S,6100W,9:53,2,0,null,0,4,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79800136,-87.77460752,811,14,560800,762
249,249,249,Mason/51st,Mason/52nd,5100S,5960W,10:03,0,0,null,2,5,0,2,0,1,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79991001,-87.77102936,811,14,820800,762
250,250,250,Mason/52nd,Mayfield/52nd,5200S,5930W,10:05,0,0,null,0,1,1,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,FALSE,,,,,,41.79809436,-87.77097622,811,14,560800,762
251,251,251,Mayfield/52nd,Mayfield/51st,5200S,5900W,10:13,0,0,null,3,9,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79810322,-87.76974955,811,14,560800,762
252,252,252,Monitor/51st,Monitor/52nd,5100S,5880W,10:20,0,0,null,2,3,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79796315,-87.76896572,811,14,560800,762
253,253,253,Monitor/52nd,Monitor/53rd,5200S,5830W,10:26,0,0,null,3,5,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79812093,-87.76854945,811,14,560800,762
254,254,254,Menard/53rd,Menard/52nd,5300S,5800W,10:32,1,0,null,1,5,0,0,0,0,0,0,1,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79634071,-87.76727849,811,14,560800,762
255,255,255,,,,,,,,null,,,,,,,,,,null,Menard/53rd to Massasoit/52nd (photo),7/27/2015,Radha/Gustavo,,,,,,,41.79793051,-87.7782964,811,14,560800,762
256,256,256,,,,,,,,null,,,,,,,,,,null,52nd/Menard to Monitor/52nd (photo),7/27/2015,Radha/Gustavo,,,,,,,41.79971073,-87.77956735,811,14,560800,762
257,257,257,,,,,,,,null,,,,,,,,,,null,52nd/Monitor to Mayfield/52nd (photo),7/27/2015,Radha/Gustavo,,,,,,,41.79790394,-87.77950978,811,14,560800,762
258,258,258,,,,,,,,null,,,,,,,,,,null,Mason/52nd to Austin/52nd (photo),7/27/2015,Radha/Gustavo,,,,,,,41.79605286,-87.7818967,811,14,560800,762
259,259,259,Merrimac/52nd,Merrimac/51st,5200S,6230W,10:56,1,0,null,1,1,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.7978508,-87.78193656,811,14,560800,762
260,260,260,,,,,,,,null,,,,,,,,,,null,Merrimac/51st to Mobile/51st (photo),,,,,,,,,41.79964431,-87.78444747,811,14,560900,762
261,261,261,Mobile/51st,Mobile/52nd,5100S,6300W,11:01,1,1,null,1,1,0,0,0,1,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79782423,-87.7843899,811,14,560900,762
262,262,262,Mobile/52nd,Mobile/53rd,5200S,6300W,11:05,0,0,null,2,1,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79598201,-87.785559,811,23,560900,762
263,263,263,Narragansett/53rd,Narragansett/52nd,5300S,6400W,11:14,1,0,null,4,8,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79781094,-87.78561657,811,14,560900,762
264,264,264,Narragansett/52nd,Narragansett/51st,5200S,6400W,11:17,0,0,null,3,3,1,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,FALSE,,,,,,41.79958231,-87.78689639,811,14,560900,762
265,265,265,Natchez/51st,Natchez/52nd,5100S,6500W,11:27,0,0,null,1,0,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,FALSE,,,,,,41.79779323,-87.78683882,811,14,560900,762
266,266,266,Natchez/52nd,Natchez/53rd,5200S,6500W,11:31,0,0,null,0,7,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79592001,-87.79164808,811,23,560900,762
267,267,267,Neenah/53rd,Neenah/52nd,5300S,6530W,11:37,0,0,null,0,4,0,0,0,0,0,0,1,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.79770023,-87.79289689,811,23,560900,762
268,268,268,Neenah/52nd,Neenah/51st,5200S,6530W,11:41,0,0,null,1,5,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,FALSE,,,,,,41.80992267,-87.70644974,821,14,580400,932
269,269,269,Nashville/51st,52nd/Nashville,5100S,6600W,11:45,1,0,null,2,5,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.81719413,-87.70431967,921,15,580502,912
270,270,270,Nashville/52nd ,Nashville/53rd,5200S,6600W,11:50,0,0,null,1,2,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.82075015,-87.69336819,921,12,580600,912
271,271,271,Oakpark/53rd,Oakpark/52nd,5300S,6800W,12:00,0,0,null,0,3,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.81857137,-87.68961732,921,12,580600,912
272,272,272,Newcastle/52nd,Newcastle/51st,5200S,6830W,12:05,2,0,null,1,3,0,1,0,0,0,0,0,null,,7/27/2015,Radha/Gustavo,TRUE,,,,,,41.797828,-87.793211,811,23,560900,762
273,273,273,,,,,,,,null,,,,,,,,,,null,,7/27/2015,Radha/Gustavo,,,,,,,41.82108228,-87.68846593,921,12,580700,912
274,274,274,Spaulding/46th,Spaulding/45th,4600S,3300W,13:47,1,1,2,0,2,0,1,0,0,0,0,0,0,,7/27/2015,Radha/Denise,TRUE,,,,,,41.81205274,-87.68582659,922,15,580700,1051
275,275,275,,,,,,,,null,,,,,,,,,,null,Kedzie/43rd to Sawyer/43rd (photo) (14:04pm),7/27/2015,Radha/Denise,,,,,,,41.88425252,-87.63244777,122,42,839100,1395
276,276,276,Kedzie/42nd,Albany/42nd,4200S,3140W,14:08,8,2,null,0,1,0,0,0,0,0,0,2,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.81194202,-87.69310691,922,15,580600,1051
277,277,277,Montgomery/Archer,Montgomery/Rockwell,4000S,2800W,14:30,1,2,null,3,2,1,0,0,0,0,0,1,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.81186231,-87.69677807,922,15,842800,1051
278,278,278,Montgomery/Rockwell,Brighton/Rockwell,4120S,2610W,14:37,0,1,null,0,1,0,1,0,0,0,0,1,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.81003338,-87.69793832,922,15,842800,1051
279,279,279,Brighton/Rockwell,Rockwell/40th,4250S,2600W,14:39,0,0,null,3,3,0,0,0,0,0,0,1,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.81182246,-87.70041823,922,15,580502,1051
280,280,280,Maplewood/40th,Maplewood/42nd,4000S,2530W,14:48,0,1,null,3,9,0,0,0,0,0,0,3,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.75237094,-87.65014683,612,17,710800,1684
281,281,281,,,,,,,,null,,,,,,,,,,null,Campbell/42nd to Artesian/42nd (photo),7/27/2015,Radha/Denise,,,,,,,41.75047115,-87.65614733,612,17,710700,1684
282,282,282,Artesian/45th,45th/Campbell ,4440S,2430W,15:22,0,0,null,2,1,0,1,0,0,0,0,1,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.75226023,-87.65699759,612,17,710700,1684
283,283,283,Rockwell/46th,Western/46th,4600S,2600W,15:34,1,1,null,4,2,0,3,0,0,0,0,4,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.75405374,-87.6586671,612,17,710200,1684
284,284,284,Fairfield/45th ,Fairfield/44th,4500S,2730W,15:58,0,0,null,1,1,0,0,0,0,1,0,1,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.75040029,-87.66180685,612,17,710300,1684
285,285,285,Francisco/45th,Francisco/44th,4500S,2900W,16:20,3,0,null,0,3,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.75200338,-87.67678819,611,18,710400,1313
286,286,286,Richmond/46th ,Richmond/45th,4600S,2930W,16:33,0,1,null,0,6,0,2,0,0,0,0,0,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.75410245,-87.67680591,611,18,710400,1313
287,287,287,,,,,,,,null,,,,,,,,,,null,Richmond/45th to Whipple/45th (photo),7/27/2015,Radha/Denise,,,,,,,41.88425252,-87.63244777,122,42,839100,1395
288,288,288,Whipple/45th,Whipple/44th,4500S,3020W,16:42,2,3,null,1,1,0,0,0,0,0,0,0,null,,7/27/2015,Radha/Denise,TRUE,,,,,,41.74547147,-87.68040621,835,18,700501,1412
289,289,289,,,,,16:50,,,null,,,,,,,,,,null,Albany/45th to to Troy/45th (photo),7/27/2015,Radha/Denise,,,,,,,41.74477178,-87.67177965,614,17,711200,1051
290,290,290,78th/Carpenter,78th/Aberdeen,7800S,1000W,9:41,1,0,11,0,0,0,0,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.74479392,-87.67055741,614,17,711200,1051
291,291,291,79th/Throop,80th/Throop,7950S,1300W,9:47,3,0,0,0,6,1,0,0,0,2,0,2,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.7485005,-87.6670191,611,17,710500,1313
292,292,292,Ada/78th,Ada/77th,7750S,1400W,9:59,2,2,1,0,3,1,0,0,0,5,0,3,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.74667157,-87.66577914,614,21,710500,1051
293,293,293,Loomis/77th,Loomis/78th,7750S,1500W,10:12,1,1,0,0,6,2,1,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.74668042,-87.6645569,614,21,710500,1051
294,294,294,Laflin/79th,Laflin/80th,7950S,1550W,10:20,5,3,1,0,6,2,0,0,1,0,0,1,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
295,295,295,Hamilton/78th,Hamilton/77th,7750S,2200W,10:30,3,3,0,0,18,0,0,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.74128218,-87.66156772,614,21,711100,1051
296,296,296,77th/Hamilton,DeadEnd,7700S,2200W,10:57,1,2,0,0,5,0,0,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73950196,-87.65706844,613,21,711100,1349
297,297,297,Oakley/80th,Oakley/81stPl,8000S,2350W,11:01,0,2,0,0,0,0,0,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73780144,-87.65095723,613,21,711000,1349
298,298,298,81st/Oakley,81st/81st,8100S,2350W,11:17,2,1,0,0,6,0,0,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.7358308,-87.66061561,614,21,711100,1051
299,299,299,82nd/Winchester,82nd/Wolcott,8200S,1800W,11:27,2,1,0,0,2,0,0,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73401072,-87.66058904,2221,21,711400,822
300,300,300,Wolcott/82nd,Wolcott/80th,8200S,1800W,12:16,0,2,0,0,9,0,1,1,1,1,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73210207,-87.6653673,2221,21,711300,822
301,301,301,Hermitage/80th,Hermitage/79th,7950S,1700W,12:20,3,1,0,0,4,1,0,0,0,0,0,1,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73390001,-87.66908717,2221,21,711300,822
302,302,302,81st/Paulina,81st/Hermitage,8100S,1700W,12:42,1,0,1,1,4,1,0,0,0,0,0,1,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73752245,-87.66917574,614,21,711200,1051
303,303,303,Marshfield/81st,Marshfield/82nd,8150S,1600W,12:46,2,1,0,1,4,2,1,0,1,0,0,1,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73752245,-87.66917574,614,21,711200,1051
304,304,304,Paulina/82nd,Paulina/83rd,8250S,1700W,12:59,6,6,0,1,7,0,0,0,0,0,0,1,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73934253,-87.66922888,614,21,711200,1051
305,305,305,Justine/84th,Justine/85th,8450S,1500W,13:59,0,0,0,0,5,0,0,0,0,1,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.73931154,-87.67165565,614,21,711200,1051
306,306,306,85th/Ada,85th/Elizabeth,8500S,1400W,14:10,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/28/2015,Abisola/Ben,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
307,307,307,86/Aberdeen,86/May,8600S,1100W,14:21,0,0,0,0,2,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.73192051,-87.67751888,2221,19,720100,822
308,308,308,Laflin/87,Laflin/88,8800S,1500W,14:35,1,1,0,1,3,0,1,0,0,1,0,1,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.90568279,-87.69447972,1423,26,242600,738
309,309,309,88/Laflin,88/Justine,8800S,1500W,14:38,0,0,0,0,2,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.91212171,-87.68847922,1434,1,240600,902
310,310,310,89/Paulina,89/Hermitage,8900S,1700W,14:52,0,1,0,0,1,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.91393293,-87.6934169,1421,1,240700,725
311,311,311,88/Honore,88/Winchester,8800S,1800W,14:58,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.91378236,-87.70379711,1421,26,230100,725
312,312,312,Honore/86,Honore/87,8500S,1800W,15:03,2,3,1,1,7,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.91560244,-87.70385911,1421,1,222600,725
313,313,313,86/Honore,86/Wolcott,8600S,1800W,15:06,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.91568215,-87.69590567,1421,1,832400,725
314,314,314,Honore/85,Honore/86,8500S ,1800W ,15:10,0,0,0,1,5,0,0,0,0,0,0,0,0,Park on one side of street,7/28/2015,Ben/Abisola,TRUE,,,,,,41.91577072,-87.68735883,1434,32,222200,902
315,315,315,Winchester/85,Winchester/86,8500S,1900W,15:15,0,0,0,0,14,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.739557,-87.671907,614,21,711200,1051
316,316,316,85/Hamilton,85/Hoyne,8500S,2100W,15:25,0,0,0,0,1,0,0,0,0,1,0,0,0,One side was vacant lot,7/28/2015,Ben/Abisola,TRUE,,,,,,41.9176218,-87.68497634,1432,32,221600,841
317,317,317,Leavitt/89,Leavitt/90,8900S,2100W,16:25,0,0,0,0,3,0,0,0,0,0,0,0,0,,7/28/2015,Ben/Abisola,TRUE,,,,,,41.91790079,-87.68916562,1431,1,221400,514
318,318,318,Evergreen/Washtenaw,Hirsch/Washtenaw,1400N,2700W,9:30,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92080141,-87.68925862,1431,1,221500,514
319,319,319,Wabansia/Artesian,Bloomingdale/Artesian,1700N,2400W,9:49,0,1,0,4,7,0,1,0,2,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92325032,-87.69144626,1431,1,221500,514
320,320,320,Talman/Bloomingdale,Washtenaw/Bloomingdale,1700N,2600W,10:01,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/29/2015,Anthony,TRUE,,,,,,41.92407401,-87.68936933,1431,1,221500,514
321,321,321,Bloomingdale/Whipple,Cortland/Whipple,1800N,3000W,10:16,0,0,0,3,1,0,2,0,0,1,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92670006,-87.69013987,1431,32,830900,514
322,322,322,Whipple/Cortland,Albany/Cortland,1900N,3000W,10:21,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92485341,-87.69374903,1431,1,220300,514
323,323,323,Fairfield/Cortland,Washtenaw/Cortland,1900N,2700W,10:34,0,0,0,0,2,0,1,0,0,1,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92389244,-87.69558683,1431,1,221400,514
324,324,324,Western/Winnebago,Moffat/Winnebago,1800N,2300W,10:57,0,0,0,0,0,0,0,0,0,1,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.915748,-87.687282,1434,32,222200,902
325,325,325,Hoyne/Moffat,Damen/Moffat,1800N,2000W,11:16,0,0,0,1,7,0,1,0,1,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92328132,-87.69795603,1414,1,221300,540
326,326,326,Armitage/Oakley,McLean/Oakley,2000N,2300W,11:34,0,0,0,0,1,0,1,0,1,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92470699,-87.70578724,1414,32,221200,540
327,327,327,Milwaukee/Campbell,Charleston/Campbell,2000N,2500W,11:44,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92288276,-87.70750813,1413,32,221100,595
328,328,328,Campbell/Shakespeare,Maplewood/Shakespeare,2100N,2500W,11:55,0,0,0,2,2,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.93062364,-87.73920675,2524,31,200200,739
329,329,329,Belden/Maplewood,Medill/Maplewood,2300N,2500W,11:59,0,0,0,1,2,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92843157,-87.74197894,2521,31,190900,1284
330,330,330,Campbell/Medill,Western/Medilll,2300N,2400W,12:04,0,0,0,0,2,0,1,0,0,0,0,1,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.924193,-87.689657,1431,1,221500,514
331,331,331,Altgeld/Campbell,Logan/Campbell,2500N,2500W,13:12,0,0,0,0,5,0,0,0,1,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92783373,-87.75134947,2521,31,190800,1284
332,332,332,Fullerton/Talman,Medill/Talman,2300N,2600W,13:27,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.93056164,-87.75145575,2521,31,190800,1284
333,333,333,Medill/Washtenaw,Belden/Washtenaw,2300N,2700W,13:32,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.93047307,-87.75880693,2514,31,190701,981
334,334,334,Milwaukee/St_Georges_Ct,California/St_Georges_Ct,2200N,2700W,13:38,0,0,0,1,0,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.92953425,-87.76123813,2514,31,190701,981
335,335,335,Milwaukee/Belden,Sacremento/Belden,2300N,2900W,13:56,0,0,1,2,7,0,1,0,0,0,0,1,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.94706193,-87.74456956,1731,30,831700,906
336,336,336,Fullerton/Kedzie,Albany/Kedzie,2400N,3100W,14:22,0,1,0,0,2,0,1,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.94700436,-87.74710705,1731,30,150800,906
337,337,337,Belden/Kedzie,Lyndale/Kedzie,2200N,3100W,2:25,0,0,1,0,0,0,0,0,0,0,0,0,0,,7/29/2015,Anthony,TRUE,,,,,,41.94885101,-87.74716904,1634,30,831700,803
338,338,338,Kilbourn/Parker,Kenton/Parker,2700N,4500W,15:17,0,1,2,5,4,0,0,0,0,0,0,2,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.94699107,-87.74964896,1634,30,150800,803
339,339,339,Kenton/Wrightwood,Kilbourn/Wrightwood,2500N,4500W,3:20,0,0,1,2,3,0,0,0,0,0,0,0,0,,7/29/2015,Anthony,TRUE,,,,,,41.94245194,-87.74695648,1731,30,151002,906
340,340,340,Cicero/Wrightwood,Lamon/Wrightwood,2600N,4800W,15:38,2,2,1,2,2,1,0,0,0,1,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.94241209,-87.74942754,1634,31,151002,803
341,341,341,Wrightwood/Lavergne,Drummond_Pl/Lavergne,2600N,5000W,15:46,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.94237223,-87.75434751,1634,31,151001,803
342,342,342,Parker/Lavergne,Diversey/Lavergne,2700N,5000W,15:52,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.94323135,-87.75926748,1634,31,151100,803
343,343,343,Lockwood/Parker,Long/Parker,2700N,5300W,4:04,0,0,1,0,5,1,1,0,0,1,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.9413227,-87.76412989,1633,30,151100,1005
344,344,344,Long/Shubert,Linder/Shubert,2700N,5400W,4:14,5,0,0,1,3,0,1,0,0,0,0,0,0,,7/29/2015,Anthony/Danica,TRUE,,,,,,41.93863022,-87.76156583,2514,30,190300,981
345,345,345,Patterson/Kilpatrick,Patterson/Cicero,3600 N,4700E,9:49,0,0,0,3,2,0,0,0,1,0,0,0,0,Street was disconnected from Cicero,7/30/2015,Stacy/Forest,TRUE,,,,,,41.9349812,-87.76144627,2514,31,190300,981
346,346,346,Patterson/Cicero,Patterson/Lamon,3650 N,4800 W,9:57,1,2,0,0,2,0,3,0,0,0,0,0,0,16 Potholes were filled,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93316112,-87.76137984,2514,31,190300,981
347,347,347,Warwick/Cicero,Warwick/Lamon,3720 N,4800 W,10:06,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93314341,-87.76383761,2514,31,190300,981
348,348,348,Patterson/Lamon,Patterson/Addison,3600 N,4900 W,10:17,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93229315,-87.75887778,2514,31,190300,981
349,349,349,Roscoe/Cicero,Roscoe/Lamon,3350 N,4800 W,10:27,0,0,0,3,1,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93235072,-87.75397995,2521,31,190200,1284
350,350,350,Roscoe/Lamon,Roscoe/Henderson,3360 N,4900 W,10:30,0,0,0,1,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93511405,-87.75162846,2521,31,190200,1284
351,351,351,Roscoe/LeClaire,Roscoe/Laramie,3360 N,5100 W,10:39,0,3,0,0,2,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93328069,-87.75156646,2521,31,190200,1284
352,352,352,Newport/Lockwood,Lockwood/Cornelia,3400 N,5300 W,10:47,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93519377,-87.74544639,2521,31,190100,1284
353,353,353,Linder/Henderson,Henderson/Central,3330 N,5500 W,10:59,0,0,0,0,3,0,0,0,1,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93528233,-87.73936617,2523,31,200100,810
354,354,354,Long/Belmont,Long/Lockwood,2900 N,5300 W,11:15,1,0,0,0,0,0,1,1,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.938905,-87.761977,1633,30,151100,1005
355,355,355,Wellington/Long,Wellington/Lockwood,2960 N,5350 W,11:21,0,0,0,0,0,0,1,1,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93887378,-87.74320561,2521,31,190100,1284
356,356,356,Long/George,George/Lockwood,2800 N,5370 W,11:28,0,0,0,0,1,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.93701385,-87.74550839,2521,31,190100,1284
357,357,357,George/Linder,Linder/Diversey,2800 N,5400 W,11:36,0,1,0,0,5,1,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.9733313,-87.76265965,1623,45,110501,998
358,358,358,Wolfram/Lockwood,Wolfram/Laramie,2820 N,5200 W,11:45,0,0,0,0,4,1,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.97428341,-87.76018859,1623,45,110501,998
359,359,359,Wolfram/Leclaire,Leclaire/George,2900 N,5000 W,11:53,0,0,0,1,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.97154222,-87.76010888,1623,45,110502,998
360,360,360,Lavergne/Wellington,Lavergne/Oakdale,2960 N,4900 W,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.97155108,-87.75763783,1623,45,110502,998
361,361,361,Lavergne/George,Lavergne/Wolfram,2800 N,5000 W,12:03,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.97345087,-87.75280642,1623,45,120400,998
362,362,362,Keating/Wellington,Wellington/Kilpatrick,3000 N,4700 W,12:18,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.97781286,-87.75496749,1621,39,120400,305
363,363,363,Kilbourn/Wellington,Wellington/Kenneth,3000 N,4400 W,13:10,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.9788624,-87.75372753,1621,39,120400,305
364,364,364,Kostner/Wellington,Wellington/Lowell,3000 N,4300 W,13:14,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.98103232,-87.75079592,1621,39,120400,305
