,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
6595,RR21238,7/15/04,945,310,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16614,RR21239,7/15/04,915,96.2,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16611,RR21236,7/15/04,915,93.8,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17543,RR21237,7/15/04,82079,10.6,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
6596,RR21239,7/15/04,945,340,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9509,RR21236,7/15/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18215,RR21237,7/15/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
16091,RR21239,7/15/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
4780,RR21236,7/15/04,400,8.4,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4781,RR21237,7/15/04,400,8.9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4782,RR21238,7/15/04,400,8.6,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4783,RR21239,7/15/04,400,8.4,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
10720,RR21236,7/15/04,665,0.0866667,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16090,RR21238,7/15/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
10721,RR21237,7/15/04,665,0.113333,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10723,RR21239,7/15/04,665,0.0566667,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15236,RR21239,7/15/04,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15235,RR21238,7/15/04,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15234,RR21237,7/15/04,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15233,RR21236,7/15/04,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
17145,RR21236,7/15/04,671,0.06,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10722,RR21238,7/15/04,665,0.05,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16089,RR21237,7/15/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
16088,RR21236,7/15/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
17148,RR21239,7/15/04,671,0.05,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9512,RR21239,7/15/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9511,RR21238,7/15/04,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18216,RR21238,7/15/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18217,RR21239,7/15/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
9510,RR21237,7/15/04,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17544,RR21238,7/15/04,82079,3.6,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
17320,RR21236,7/15/04,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17321,RR21237,7/15/04,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17322,RR21238,7/15/04,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17323,RR21239,7/15/04,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
9100,RR21239,7/15/04,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9099,RR21238,7/15/04,530,5,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9098,RR21237,7/15/04,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9097,RR21236,7/15/04,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17542,RR21236,7/15/04,82079,1.8,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
18214,RR21236,7/15/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
17545,RR21239,7/15/04,82079,1.8,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
6163,RR21237,7/15/04,940,375,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17991,RR21236,7/15/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
2682,RR21237,7/15/04,300,11.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2683,RR21238,7/15/04,300,10.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2684,RR21239,7/15/04,300,9.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17994,RR21239,7/15/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
17993,RR21238,7/15/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
17992,RR21237,7/15/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
9927,RR21239,7/15/04,610,0.13,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11186,RR21236,7/15/04,32211,8,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11187,RR21237,7/15/04,32211,66.6,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11188,RR21238,7/15/04,32211,16.9,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11189,RR21239,7/15/04,32211,7.6,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15534,RR21236,7/15/04,32218,3,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15535,RR21237,7/15/04,32218,11.7,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15536,RR21238,7/15/04,32218,3,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15537,RR21239,7/15/04,32218,3,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15739,RR21239,7/15/04,70300,1120,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15738,RR21238,7/15/04,70300,1070,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5737,RR21236,7/15/04,410,106,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5738,RR21237,7/15/04,410,98,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5739,RR21238,7/15/04,410,100,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5740,RR21239,7/15/04,410,104,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12791,RR21239,7/15/04,94,1850,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12790,RR21238,7/15/04,94,1930,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
2681,RR21236,7/15/04,300,9.2,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12789,RR21237,7/15/04,94,1690,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
17766,RR21239,7/15/04,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17765,RR21238,7/15/04,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17764,RR21237,7/15/04,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17763,RR21236,7/15/04,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
15736,RR21236,7/15/04,70300,1140,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15737,RR21237,7/15/04,70300,975,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12788,RR21236,7/15/04,94,1820,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
18404,RR21239,7/15/04,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
17147,RR21238,7/15/04,671,0.07,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8269,RR21238,7/15/04,10,30.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
16929,RR21239,7/15/04,335,14,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16928,RR21238,7/15/04,335,26,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9925,RR21237,7/15/04,610,0.12,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9924,RR21236,7/15/04,610,0.07,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8267,RR21236,7/15/04,10,29.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8268,RR21237,7/15/04,10,30.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8270,RR21239,7/15/04,10,30.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
9926,RR21238,7/15/04,610,0.12,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16927,RR21237,7/15/04,335,24,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16926,RR21236,7/15/04,335,17,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18401,RR21236,7/15/04,20424,2,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18402,RR21237,7/15/04,20424,4,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18403,RR21238,7/15/04,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
8271,RR21264,10/14/04,10,22,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
15740,RR21264,10/14/04,70300,1030,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17768,RR21266,10/14/04,89966,2,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
15741,RR21265,10/14/04,70300,1200,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16092,RR21264,10/14/04,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
16093,RR21265,10/14/04,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
16094,RR21266,10/14/04,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
17767,RR21264,10/14/04,89966,2,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
8272,RR21265,10/14/04,10,21.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
18405,RR21264,10/14/04,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
6167,RR21265,10/14/04,940,440,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6166,RR21264,10/14/04,940,355,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9929,RR21265,10/14/04,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9930,RR21266,10/14/04,610,0.08,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9931,RR21267,10/14/04,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6169,RR21267,10/14/04,940,355,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12795,RR21267,10/14/04,94,1700,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12794,RR21266,10/14/04,94,1880,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12793,RR21265,10/14/04,94,1990,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12792,RR21264,10/14/04,94,1700,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
6168,RR21266,10/14/04,940,400,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15237,RR21264,10/14/04,630,0.09,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15238,RR21265,10/14/04,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15239,RR21266,10/14/04,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15240,RR21267,10/14/04,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
16095,RR21267,10/14/04,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
15742,RR21266,10/14/04,70300,1170,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17769,RR21267,10/14/04,89966,2,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
15743,RR21267,10/14/04,70300,1030,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15539,RR21265,10/14/04,32218,8.9,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4787,RR21267,10/14/04,400,8.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
16930,RR21264,10/14/04,335,15,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17995,RR21264,10/14/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
17996,RR21265,10/14/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
17997,RR21266,10/14/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
17998,RR21267,10/14/04,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
6600,RR21267,10/14/04,945,230,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6598,RR21265,10/14/04,945,250,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6597,RR21264,10/14/04,945,280,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18408,RR21267,10/14/04,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18407,RR21266,10/14/04,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
14313,RR21267,10/14/04,680,5.1,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14312,RR21266,10/14/04,680,6,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14311,RR21265,10/14/04,680,5.6,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14310,RR21264,10/14/04,680,5.3,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18406,RR21265,10/14/04,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
16931,RR21265,10/14/04,335,20,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15541,RR21267,10/14/04,32218,5.5,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18218,RR21264,10/14/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
16932,RR21266,10/14/04,335,23,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15540,RR21266,10/14/04,32218,9.2,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15538,RR21264,10/14/04,32218,4.3,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8273,RR21266,10/14/04,10,21.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8274,RR21267,10/14/04,10,21.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
16618,RR21267,10/14/04,915,83.4,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9101,RR21264,10/14/04,530,16,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9102,RR21265,10/14/04,530,13,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9103,RR21266,10/14/04,530,11,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9104,RR21267,10/14/04,530,12,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18221,RR21267,10/14/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18220,RR21266,10/14/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
16617,RR21266,10/14/04,915,92.9,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16616,RR21265,10/14/04,915,91.1,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16615,RR21264,10/14/04,915,88.2,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16933,RR21267,10/14/04,335,20,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18219,RR21265,10/14/04,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
9928,RR21264,10/14/04,610,0.08,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6599,RR21266,10/14/04,945,250,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11191,RR21265,10/14/04,32211,30.7,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4785,RR21265,10/14/04,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4784,RR21264,10/14/04,400,8.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
17547,RR21265,10/14/04,82079,9,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
