,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
16303,Z075970,7/23/79,32218,1.1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10094,Z075971,7/23/79,94,295,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
15357,Z076502,7/23/79,31616,20,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,32.852239,-96.52585
15356,Z075970,7/23/79,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,32.852239,-96.52585
16304,Z076502,7/23/79,32218,9.6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16486,Z075970,7/23/79,62,434.97,"ELEVATION, RESERVOIR SURFACE WATER IN FEET",FT,Water,N/A Calculation,Water,32.852239,-96.52585
11898,Z076502,7/23/79,945,34.7,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10096,Z075973,7/23/79,94,300,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
16487,Z076502,7/23/79,62,434.97,"ELEVATION, RESERVOIR SURFACE WATER IN FEET",FT,Water,N/A Calculation,Water,32.852239,-96.52585
8117,Z076502,7/23/79,620,0.08,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13383,Z076502,7/23/79,10,30,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
10095,Z075972,7/23/79,94,295,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10099,Z076503,7/23/79,94,310,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
2484,Z076502,7/23/79,300,10.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7545,Z076502,7/23/79,610,0.68,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5023,Z075972,7/23/79,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
2485,Z076503,7/23/79,300,8.2,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2486,Z076504,7/23/79,300,6.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7262,Z076502,7/23/79,535,14,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7261,Z075970,7/23/79,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6356,Z075970,7/23/79,403,8,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
6357,Z076502,7/23/79,403,8.7,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
7544,Z075970,7/23/79,610,0.54,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
1406,Z076502,7/23/79,95,305,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
5028,Z076504,7/23/79,400,7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5027,Z076503,7/23/79,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5026,Z076502,7/23/79,400,8.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
6449,Z076502,7/23/79,410,102,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6448,Z075970,7/23/79,410,100,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5025,Z075974,7/23/79,400,7.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5021,Z075970,7/23/79,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5022,Z075971,7/23/79,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
1405,Z075970,7/23/79,95,293,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
2483,Z075974,7/23/79,300,5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5024,Z075973,7/23/79,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
2481,Z075972,7/23/79,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
1021,Z076504,7/23/79,11,83.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1020,Z076503,7/23/79,11,84,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1019,Z076502,7/23/79,11,86,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1018,Z075974,7/23/79,11,83.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1017,Z075973,7/23/79,11,83.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1016,Z075972,7/23/79,11,83.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1015,Z075971,7/23/79,11,84,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
2482,Z075973,7/23/79,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
1014,Z075970,7/23/79,11,84,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
2480,Z075971,7/23/79,300,6.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6835,Z076502,7/23/79,530,30,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6834,Z075970,7/23/79,530,6,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2479,Z075970,7/23/79,300,7.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15938,Z076505,10/25/79,680,10.1,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10105,Z075979,10/25/79,94,310,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10106,Z076505,10/25/79,94,330,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10107,Z076506,10/25/79,94,330,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10108,Z076507,10/25/79,94,340,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
7263,Z075975,10/25/79,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7264,Z076505,10/25/79,535,12,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6358,Z075975,10/25/79,403,8.4,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
14704,Z076505,10/25/79,660,0.43,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8855,Z075975,10/25/79,665,0.05,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15642,Z076505,10/25/79,77,8,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,32.852239,-96.52585
15641,Z075975,10/25/79,77,21,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,32.852239,-96.52585
15937,Z075975,10/25/79,680,8.9,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8856,Z076505,10/25/79,665,0.36,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11444,Z075975,10/25/79,940,8,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
1407,Z075975,10/25/79,95,300,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
16306,Z076505,10/25/79,32218,27.7,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6837,Z076505,10/25/79,530,39,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6836,Z075975,10/25/79,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8118,Z075975,10/25/79,620,0.199,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8119,Z076505,10/25/79,620,0.114,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11445,Z076505,10/25/79,940,12,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
14863,Z075975,10/25/79,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
14864,Z076505,10/25/79,70507,0.14,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2487,Z075975,10/25/79,300,9.9,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2488,Z075976,10/25/79,300,9.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6359,Z076505,10/25/79,403,9,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
2489,Z075977,10/25/79,300,9.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2491,Z075979,10/25/79,300,9.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2492,Z076505,10/25/79,300,10.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2493,Z076506,10/25/79,300,10.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2494,Z076507,10/25/79,300,9.2,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
1408,Z076505,10/25/79,95,338,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10104,Z075978,10/25/79,94,310,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
6451,Z076505,10/25/79,410,99,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6450,Z075975,10/25/79,410,101,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16305,Z075975,10/25/79,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2490,Z075978,10/25/79,300,9.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10103,Z075977,10/25/79,94,310,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
14703,Z075975,10/25/79,660,0.03,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10101,Z075975,10/25/79,94,310,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
5035,Z076506,10/25/79,400,8.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
13388,Z075977,10/25/79,10,20,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
5033,Z075979,10/25/79,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5032,Z075978,10/25/79,400,8.4,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5031,Z075977,10/25/79,400,8.4,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5030,Z075976,10/25/79,400,8.4,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5029,Z075975,10/25/79,400,8.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
13389,Z075978,10/25/79,10,20,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
7546,Z075975,10/25/79,610,0.04,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7547,Z076505,10/25/79,610,0.12,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8685,Z076505,10/25/79,650,1.1,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8684,Z075975,10/25/79,650,0.15,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13390,Z075979,10/25/79,10,20,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
13391,Z076505,10/25/79,10,18.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
13392,Z076506,10/25/79,10,18.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
11899,Z075975,10/25/79,945,28.2,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11900,Z076505,10/25/79,945,33.7,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13393,Z076507,10/25/79,10,18.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
10102,Z075976,10/25/79,94,310,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
13387,Z075976,10/25/79,10,20,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
5036,Z076507,10/25/79,400,8.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5034,Z076505,10/25/79,400,8.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
1029,Z076507,10/25/79,11,65.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
15358,Z075975,10/25/79,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,32.852239,-96.52585
1022,Z075975,10/25/79,11,68,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1023,Z075976,10/25/79,11,68,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
13386,Z075975,10/25/79,10,20,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
1024,Z075977,10/25/79,11,68,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
15359,Z076505,10/25/79,31616,40,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,32.852239,-96.52585
1026,Z075979,10/25/79,11,68,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1025,Z075978,10/25/79,11,68,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
1028,Z076506,10/25/79,11,65.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
12179,Z076505,10/25/79,32211,120.8,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
12178,Z075975,10/25/79,32211,15.7,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
1027,Z076505,10/25/79,11,65.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,32.852239,-96.52585
2495,Z075980,2/26/80,300,11,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13394,Z075981,2/26/80,10,8.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
14705,Z075980,2/26/80,660,0.03,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
14706,Z076508,2/26/80,660,0.12,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2496,Z075981,2/26/80,300,11,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2497,Z075982,2/26/80,300,11,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6839,Z076508,2/26/80,530,44,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8120,Z075980,2/26/80,620,0.293,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7549,Z076508,2/26/80,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7548,Z075980,2/26/80,610,0.31,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8121,Z076508,2/26/80,620,0.371,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
14865,Z075980,2/26/80,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
14866,Z076508,2/26/80,70507,0.04,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2498,Z075983,2/26/80,300,11,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6838,Z075980,2/26/80,530,11,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2499,Z075984,2/26/80,300,11,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2502,Z076510,2/26/80,300,11.9,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13396,Z075983,2/26/80,10,8.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
7265,Z075980,2/26/80,535,11,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7266,Z076508,2/26/80,535,18,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10117,Z076511,2/26/80,94,420,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10116,Z076510,2/26/80,94,415,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10115,Z076509,2/26/80,94,406,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10114,Z076508,2/26/80,94,403,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10113,Z075984,2/26/80,94,376,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
5039,Z075982,2/26/80,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
10112,Z075983,2/26/80,94,376,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
5040,Z075983,2/26/80,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
10109,Z075980,2/26/80,94,375,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
5041,Z075984,2/26/80,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5042,Z076508,2/26/80,400,8.6,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5043,Z076509,2/26/80,400,8.6,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5044,Z076510,2/26/80,400,8.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5045,Z076511,2/26/80,400,8.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
10111,Z075982,2/26/80,94,376,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
13395,Z075982,2/26/80,10,8.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
5038,Z075981,2/26/80,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
8857,Z075980,2/26/80,665,0.055,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13397,Z075984,2/26/80,10,8.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
13398,Z076508,2/26/80,10,9.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
2500,Z076508,2/26/80,300,12.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2501,Z076509,2/26/80,300,12.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
2503,Z076511,2/26/80,300,11.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6453,Z076508,2/26/80,410,124,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6452,Z075980,2/26/80,410,122,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5037,Z075980,2/26/80,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
13399,Z076509,2/26/80,10,9.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
13401,Z076511,2/26/80,10,9.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
8686,Z075980,2/26/80,650,0.168,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15361,Z076508,2/26/80,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,32.852239,-96.52585
6361,Z076508,2/26/80,403,8,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
6360,Z075980,2/26/80,403,6.9,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
8687,Z076508,2/26/80,650,0.719,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8858,Z076508,2/26/80,665,0.235,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13400,Z076510,2/26/80,10,9.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
10110,Z075981,2/26/80,94,375,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
15360,Z075980,2/26/80,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,32.852239,-96.52585
16308,Z076508,2/26/80,32218,153.3,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
