,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
16712,PF05181,10/13/92,10,24.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16711,PF05180,10/13/92,10,24.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16710,PF05179,10/13/92,10,24.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
24233,PF05178,10/13/92,480,30.3,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
16708,F120141,10/13/92,10,24.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16709,PF05178,10/13/92,10,24.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
3459,PF05181,10/13/92,300,6.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
14127,2361,10/13/92,940,17000,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
27886,F120141,10/13/92,78,1,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water ,24.647017,-93.581543
14811,2361,10/13/92,945,2410,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9763,2361,10/13/92,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13428,2361,10/13/92,665,0.05,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11790,2361,10/13/92,615,0.01,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3455,F120141,10/13/92,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3456,PF05178,10/13/92,300,6.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3457,PF05179,10/13/92,300,6.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3458,PF05180,10/13/92,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
27255,2361,10/13/92,32218,1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24242,PF09132,1/27/93,480,27.5,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
23175,2416,1/27/93,70507,0.02,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22266,2416,1/27/93,32211,1,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24241,PF09131,1/27/93,480,27.2,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
24240,PF09130,1/27/93,480,27.4,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
28108,F120239,1/27/93,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water ,24.647017,-93.581543
12282,2416,1/27/93,620,0.08,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10799,2416,1/27/93,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
20124,PF09131,1/27/93,94,42700,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
28709,2416,1/27/93,625,0.39,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
6795,F120239,1/27/93,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6796,PF09128,1/27/93,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6797,PF09129,1/27/93,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6798,PF09130,1/27/93,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6799,PF09131,1/27/93,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6800,PF09132,1/27/93,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
23565,F120239,1/27/93,31616,2,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water ,24.647017,-93.581543
12450,2416,1/27/93,630,0.1,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water ,24.647017,-93.581543
3465,PF09132,1/27/93,300,8.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3464,PF09131,1/27/93,300,8.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
20125,PF09132,1/27/93,94,42000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
3463,PF09130,1/27/93,300,8.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3461,PF09128,1/27/93,300,9.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3460,F120239,1/27/93,300,9.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
27887,F120239,1/27/93,78,1,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water ,24.647017,-93.581543
14128,2416,1/27/93,940,16000,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24237,F120239,1/27/93,480,25.3,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
24238,PF09128,1/27/93,480,26.7,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
24239,PF09129,1/27/93,480,27.1,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
20120,F120239,1/27/93,94,39700,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20121,PF09128,1/27/93,94,41500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20122,PF09129,1/27/93,94,41900,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20123,PF09130,1/27/93,94,42100,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
3462,PF09129,1/27/93,300,8.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9764,2416,1/27/93,530,8,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11791,2416,1/27/93,615,0.02,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13429,2416,1/27/93,665,0.04,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
16718,PF09132,1/27/93,10,14.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16717,PF09131,1/27/93,10,14.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16716,PF09130,1/27/93,10,14.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16714,PF09128,1/27/93,10,14.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16713,F120239,1/27/93,10,14.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
27256,2416,1/27/93,32218,1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
16715,PF09129,1/27/93,10,14.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
11449,2416,1/27/93,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
14812,2416,1/27/93,945,1850,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26493,2416,1/27/93,680,1,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13430,2738,2/2/93,665,0.06,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12451,2738,2/2/93,630,0.2,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water ,24.647017,-93.581543
23176,2738,2/2/93,70507,0.03,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
16719,F070379,2/2/93,10,14.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
22267,2738,2/2/93,32211,2,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26494,2738,2/2/93,680,1,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10800,2738,2/2/93,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
20126,F070379,2/2/93,94,30600,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
3466,F070379,2/2/93,300,10.2,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
14129,2738,2/2/93,940,9740,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
27888,F070379,2/2/93,78,1.35,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water ,24.647017,-93.581543
23566,2738,2/2/93,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water ,24.647017,-93.581543
14813,2738,2/2/93,945,1350,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
27257,2738,2/2/93,32218,1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11792,2738,2/2/93,615,0.01,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24243,F070379,2/2/93,480,18.8,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
9077,2738,2/2/93,410,90,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
28710,2738,2/2/93,625,0.44,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11450,2738,2/2/93,610,0.11,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12283,2738,2/2/93,620,0.19,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9765,2738,2/2/93,530,12,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
6801,F070379,2/2/93,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6805,PF09485,3/4/93,400,7.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
28711,1530,3/4/93,625,0.72,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
14814,1530,3/4/93,945,250,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24244,PF09482,3/4/93,480,2.8,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
6809,R100090,3/4/93,400,7.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6806,PF09486,3/4/93,400,7.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6807,PF09487,3/4/93,400,7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
3469,PF09484,3/4/93,300,8.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11793,1530,3/4/93,615,0.02,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
6803,PF09483,3/4/93,400,7.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
3470,PF09485,3/4/93,300,8.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
6808,PF09488,3/4/93,400,7.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
3468,PF09483,3/4/93,300,8.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
20133,PF09488,3/4/93,94,29500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
3471,PF09486,3/4/93,300,8.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
20132,PF09487,3/4/93,94,18200,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20131,PF09486,3/4/93,94,10080,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20130,PF09485,3/4/93,94,7410,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20129,PF09484,3/4/93,94,6020,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20128,PF09483,3/4/93,94,5860,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20127,PF09482,3/4/93,94,5820,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
6802,PF09482,3/4/93,400,7.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
3467,PF09482,3/4/93,300,8.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12284,1530,3/4/93,620,0.05,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11451,1530,3/4/93,610,0.11,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13431,1530,3/4/93,665,0.07,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
20134,R100090,3/4/93,94,5820,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
24251,R100090,3/4/93,480,2.8,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
3472,PF09487,3/4/93,300,7.9,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3474,R100090,3/4/93,300,8.9,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26495,1530,3/4/93,680,9,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
23567,R100090,3/4/93,31616,75,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water ,24.647017,-93.581543
24245,PF09483,3/4/93,480,2.8,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
9766,1530,3/4/93,530,16,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
16727,R100090,3/4/93,10,15.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16726,PF09488,3/4/93,10,15.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
12452,1530,3/4/93,630,0.07,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water ,24.647017,-93.581543
24246,PF09484,3/4/93,480,3,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
23177,1530,3/4/93,70507,0.04,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24247,PF09485,3/4/93,480,3.8,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
16725,PF09487,3/4/93,10,15,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16724,PF09486,3/4/93,10,14.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16723,PF09485,3/4/93,10,14.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
3473,PF09488,3/4/93,300,7.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
16721,PF09483,3/4/93,10,15.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16722,PF09484,3/4/93,10,15.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
28109,R100090,3/4/93,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water ,24.647017,-93.581543
9078,1530,3/4/93,410,30,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10801,1530,3/4/93,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
6804,PF09484,3/4/93,400,7.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
24250,PF09488,3/4/93,480,19.2,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
14130,1530,3/4/93,940,1590,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22268,1530,3/4/93,32211,1.6,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24249,PF09487,3/4/93,480,11.2,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
16720,PF09482,3/4/93,10,15.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
27889,R100090,3/4/93,78,0.3,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water ,24.647017,-93.581543
24248,PF09486,3/4/93,480,4.9,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
27258,1530,3/4/93,32218,1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
14815,2440,4/29/93,945,2220,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
27890,F120256,4/29/93,78,2,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water ,24.647017,-93.581543
14131,2440,4/29/93,940,1660,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
28712,2440,4/29/93,625,0.23,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26496,2440,4/29/93,680,1,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13432,2440,4/29/93,665,0.04,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
6811,PF09141,4/29/93,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
27259,2440,4/29/93,32218,1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12453,2440,4/29/93,630,0.02,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water ,24.647017,-93.581543
23568,F120256,4/29/93,31616,2,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water ,24.647017,-93.581543
16729,PF09141,4/29/93,10,22.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16728,F120256,4/29/93,10,22.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
3479,PF09144,4/29/93,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3478,PF09143,4/29/93,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3477,PF09142,4/29/93,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3476,PF09141,4/29/93,300,6.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
3475,F120256,4/29/93,300,6.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
6810,F120256,4/29/93,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6812,PF09142,4/29/93,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6813,PF09143,4/29/93,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
6814,PF09144,4/29/93,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
16730,PF09142,4/29/93,10,22.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16731,PF09143,4/29/93,10,22,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
16732,PF09144,4/29/93,10,22.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
9079,2440,4/29/93,410,106,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11452,2440,4/29/93,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10802,2440,4/29/93,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9767,2440,4/29/93,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
24256,PF09144,4/29/93,480,30,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
20136,PF09141,4/29/93,94,44800,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20139,PF09144,4/29/93,94,45900,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
20138,PF09143,4/29/93,94,46300,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
23178,2440,4/29/93,70507,0.03,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22269,2440,4/29/93,32211,3.31,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11794,2440,4/29/93,615,0.01,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
20135,F120256,4/29/93,94,44700,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
24254,PF09142,4/29/93,480,29.2,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
24253,PF09141,4/29/93,480,29,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water ,24.647017,-93.581543
