,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
1169,Z005455,11/19/80,650,3.49,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2060,Z005456,11/19/80,94,480,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
3517,Z005455,11/19/80,625,2.9,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2876,Z005455,11/19/80,410,216,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3513,Z005455,11/19/80,480,0.12,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water,36.035292,-102.506255
1236,Z005455,11/19/80,665,1.14,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3198,Z005455,11/19/80,77,11,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,36.035292,-102.506255
484,Z005456,11/19/80,300,14.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2657,Z005455,11/19/80,680,14,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1463,Z005455,11/19/80,945,55,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1573,Z005455,11/19/80,32211,96,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3349,Z005455,11/19/80,70300,368,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
483,Z005455,11/19/80,300,14.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2954,Z005455,11/19/80,32218,29,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2306,Z005455,11/19/80,400,9.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3546,Z005455,11/19/80,630,0.25,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,36.035292,-102.506255
3511,Z005455,11/19/80,335,65,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
847,Z005455,11/19/80,535,19,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2813,Z005455,11/19/80,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
2877,Z005318,3/9/81,410,244,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3235,Z005321,3/9/81,94800,762,APHANIZOMENON (#/ML),#/ML,Water,N/A Calculation,Water,36.035292,-102.506255
485,Z005318,3/9/81,300,14.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3243,Z005322,3/9/81,96760,1390,POLYARTHRA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
848,Z005318,3/9/81,535,30,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1351,Z005318,3/9/81,940,54,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
285,Z005318,3/9/81,95,790,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
486,Z005319,3/9/81,300,14.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2814,Z005318,3/9/81,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
3059,Z005321,3/9/81,94588,247,ANACYSTIS(MICROCYSTIS) (#/ML),#/ML,Water,N/A Calculation,Water,36.035292,-102.506255
1170,Z005318,3/9/81,650,6.3,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3050,Z005321,3/9/81,93791,687,CYCLOTELLA (#/ML),#/ML,Water,N/A Calculation,Water,36.035292,-102.506255
1237,Z005318,3/9/81,665,2.06,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3065,Z005321,3/9/81,94663,644,OSCILLATORIA (#/ML),#/ML,Water,N/A Calculation,Water,36.035292,-102.506255
3199,Z005318,3/9/81,77,3,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,36.035292,-102.506255
960,Z005318,3/9/81,610,0.14,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2658,Z005318,3/9/81,680,15,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3087,Z005322,3/9/81,96000,1.67874,DIVERSITY--ZOOPLANKTON,NS,Water,N/A Calculation,Water,36.035292,-102.506255
2955,Z005318,3/9/81,32218,8,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3563,Z005322,3/9/81,96877,8,SYNCHAETA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3098,Z005322,3/9/81,96763,853,FILINIA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3493,Z005321,3/9/81,93809,397,STEPHANODISCUS (#/ML),#/ML,Water,N/A Calculation,Water,36.035292,-102.506255
2494,Z005318,3/9/81,660,5.6,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
487,Z005320,3/9/81,300,13.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
165,Z005319,3/9/81,11,43,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
3267,Z005322,3/9/81,97347,16,CALANOIDA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3278,Z005322,3/9/81,97493,16,CYCLOPOIDA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2063,Z005320,3/9/81,94,400,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2062,Z005319,3/9/81,94,400,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2061,Z005318,3/9/81,94,400,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
166,Z005320,3/9/81,11,41.9,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
1072,Z005318,3/9/81,620,0.67,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2308,Z005318,3/9/81,400,10,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
2310,Z005320,3/9/81,400,10.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3028,Z005321,3/9/81,93300,2.22248,DIVERSITY--PHYTOPLANKTON,NS,Water,N/A Calculation,Water,36.035292,-102.506255
164,Z005318,3/9/81,11,43,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
2555,Z005318,3/9/81,70507,1.83,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2309,Z005319,3/9/81,400,10.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3306,Z005322,3/9/81,96818,1580,BRACHIONUS (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
1574,Z005318,3/9/81,32211,79,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
654,Z005318,3/9/81,403,9.8,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
735,Z005318,3/9/81,530,109,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1791,Z005320,3/9/81,10,5.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1790,Z005319,3/9/81,10,6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1464,Z005318,3/9/81,945,59,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3418,Z005322,3/9/81,97344,32,COPEPODA--NAUPLIUS (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
656,Z005457,6/4/81,403,9.5,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
655,Z005323,6/4/81,403,9.5,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
2311,Z005323,6/4/81,400,9.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
1171,Z005323,6/4/81,650,3.43,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
168,Z005324,6/4/81,11,68.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
169,Z005325,6/4/81,11,68.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
170,Z005457,6/4/81,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
171,Z005458,6/4/81,11,68,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
1575,Z005323,6/4/81,32211,96,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2659,Z005323,6/4/81,680,30,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
167,Z005323,6/4/81,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
488,Z005323,6/4/81,300,9.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2660,Z005457,6/4/81,680,20,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2312,Z005324,6/4/81,400,9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
489,Z005324,6/4/81,300,7.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
490,Z005325,6/4/81,300,6.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
491,Z005457,6/4/81,300,9.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
492,Z005458,6/4/81,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1792,Z005323,6/4/81,10,21.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1793,Z005324,6/4/81,10,20.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1794,Z005325,6/4/81,10,20.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
3570,Z005326,6/4/81,96851,208,MONOSTYLA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
1795,Z005457,6/4/81,10,21.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
3307,Z005326,6/4/81,96818,9,BRACHIONUS (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2313,Z005325,6/4/81,400,8.95,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
2315,Z005458,6/4/81,400,9.05,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3141,Z005326,6/4/81,96819,1283,BRACHIONUS ANGULARIS (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
287,Z005457,6/4/81,95,628,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
286,Z005323,6/4/81,95,855,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
1576,Z005457,6/4/81,32211,301,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
850,Z005457,6/4/81,535,33,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3402,Z005326,6/4/81,96778,221,KERATELLA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3244,Z005326,6/4/81,96760,453,POLYARTHRA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2495,Z005323,6/4/81,660,2.26,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2496,Z005457,6/4/81,660,2.23,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3419,Z005326,6/4/81,97344,249,COPEPODA--NAUPLIUS (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3479,Z005326,6/4/81,96183,28,DIFFLUGIA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
736,Z005323,6/4/81,530,71,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
737,Z005457,6/4/81,530,109,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2068,Z005458,6/4/81,94,470,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2314,Z005457,6/4/81,400,9.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
2067,Z005457,6/4/81,94,450,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2065,Z005324,6/4/81,94,540,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2064,Z005323,6/4/81,94,540,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
1172,Z005457,6/4/81,650,3.3,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3279,Z005326,6/4/81,97493,75,CYCLOPOIDA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2556,Z005323,6/4/81,70507,0.74,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2557,Z005457,6/4/81,70507,0.73,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2957,Z005457,6/4/81,32218,2,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2956,Z005323,6/4/81,32218,9,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
962,Z005457,6/4/81,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
961,Z005323,6/4/81,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1352,Z005323,6/4/81,940,57,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1353,Z005457,6/4/81,940,44,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3268,Z005326,6/4/81,97347,86,CALANOIDA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2066,Z005325,6/4/81,94,540,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
3568,Z005326,6/4/81,96795,11,HORAELLA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
849,Z005323,6/4/81,535,32,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3325,Z005326,6/4/81,97084,9,DAPHNIA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3335,Z005326,6/4/81,97134,4,BOSMINA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3088,Z005326,6/4/81,96000,2.37313,DIVERSITY--ZOOPLANKTON,NS,Water,N/A Calculation,Water,36.035292,-102.506255
1466,Z005457,6/4/81,945,39,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1239,Z005457,6/4/81,665,1.08,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1465,Z005323,6/4/81,945,52,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1074,Z005457,6/4/81,620,0.01,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1073,Z005323,6/4/81,620,0.01,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3099,Z005326,6/4/81,96763,13,FILINIA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
1238,Z005323,6/4/81,665,1.12,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2879,Z005457,6/4/81,410,212,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3566,Z005326,6/4/81,96268,2,CILIOPHORA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2878,Z005323,6/4/81,410,274,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2815,Z005323,6/4/81,31616,13,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
3201,Z005457,6/4/81,77,4,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,36.035292,-102.506255
3200,Z005323,6/4/81,77,6,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,36.035292,-102.506255
1796,Z005458,6/4/81,10,20,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1578,Z005459,8/5/81,32211,450,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2959,Z005459,8/5/81,32218,17,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2958,Z005327,8/5/81,32218,20,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3269,Z005328,8/5/81,97347,84,CALANOIDA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
1355,Z005459,8/5/81,940,48,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2558,Z005327,8/5/81,70507,0.58,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1354,Z005327,8/5/81,940,48,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2817,Z005459,8/5/81,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
2559,Z005459,8/5/81,70507,0.41,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3202,Z005327,8/5/81,77,4,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,36.035292,-102.506255
963,Z005327,8/5/81,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3089,Z005328,8/5/81,96000,2.36567,DIVERSITY--ZOOPLANKTON,NS,Water,N/A Calculation,Water,36.035292,-102.506255
1577,Z005327,8/5/81,32211,450,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
964,Z005459,8/5/81,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2816,Z005327,8/5/81,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
1173,Z005327,8/5/81,650,5.02,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3203,Z005459,8/5/81,77,4,"TRANSPARENCY, SECCHI DISC (INCHES)",IN,Water,N/A Calculation,Water,36.035292,-102.506255
1240,Z005327,8/5/81,665,1.64,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
289,Z005459,8/5/81,95,636,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
288,Z005327,8/5/81,95,656,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
739,Z005459,8/5/81,530,82,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2881,Z005459,8/5/81,410,196,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
851,Z005327,8/5/81,535,42,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
852,Z005459,8/5/81,535,51,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3128,Z005328,8/5/81,96797,10,ASPLANCHNA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2880,Z005327,8/5/81,410,216,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3403,Z005328,8/5/81,96778,13,KERATELLA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
1174,Z005459,8/5/81,650,4.68,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3245,Z005328,8/5/81,96760,3,POLYARTHRA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2498,Z005459,8/5/81,660,1.25,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3100,Z005328,8/5/81,96763,335,FILINIA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
738,Z005327,8/5/81,530,69,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3480,Z005328,8/5/81,96183,13,DIFFLUGIA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
3280,Z005328,8/5/81,97493,266,CYCLOPOIDA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2070,Z005459,8/5/81,94,510,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2069,Z005327,8/5/81,94,510,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2316,Z005327,8/5/81,400,9.75,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
1241,Z005459,8/5/81,665,1.53,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2497,Z005327,8/5/81,660,1.77,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3336,Z005328,8/5/81,97134,13,BOSMINA (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2317,Z005459,8/5/81,400,9.9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3420,Z005328,8/5/81,97344,468,COPEPODA--NAUPLIUS (#/LITER),#/L,Water,N/A Calculation,Water,36.035292,-102.506255
2662,Z005459,8/5/81,680,35,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1467,Z005327,8/5/81,945,31,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
173,Z005459,8/5/81,11,76.1,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,36.035292,-102.506255
494,Z005459,8/5/81,300,9.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
